24;14038476;6839171
24;14028051;6845267
24;14033341;6844121
26;56164857;27403677
25;28063948;13666124
25;28045307;13693589
24;14020341;6849480
24;14025679;6842076
26;56152952;27335983
26;56085860;27343390
24;14029764;6849799
24;14027400;6838982
25;28081595;13654536
26;56108389;27377174
25;28045691;13656582
26;56151890;27347539
26;56075762;27397902
26;56136141;27378683
24;14020643;6837519
25;28055070;13679594
26;56111786;27326038
26;56175254;27400598
26;56152346;27401169
24;14023292;6846903
25;28078421;13696418
26;56133353;27333926
24;14037496;6848460
26;56085323;27371033
24;14027913;6840851
26;56174883;27322982
24;14045691;6852360
26;56185270;27318997
24;14032434;6835455
24;14035718;6851534
26;56163762;27309049
24;14025296;6851385
24;14034318;6827121
25;28055954;13676725
26;56152074;27367266
24;14033560;6835458
24;14035469;6829316
24;14028861;6854477
26;56078267;27348904
26;56096810;27330376
26;56153200;27328454
26;56148041;27304456
24;14038565;6854777
25;28044410;13659336
25;28039752;13651717
24;14040021;6825563
24;14031274;6843949
26;56103322;27352168
24;14022322;6838850
24;14036967;6841883
25;28079890;13667485
24;14029612;6842586
24;14032942;6831123
24;14038734;6836343
25;28050960;13661340
25;28050722;13689962
26;56143993;27371925
26;56088915;27388015
24;14041607;6852754
26;56151954;27394415
24;14020020;6826093
26;56118608;27355027
25;28052171;13681905
25;28043268;13677002
26;56181521;27345716
26;56093428;27328016
26;56188793;27308813
24;14019131;6845371
25;28089179;13677590
25;28071342;13683930
25;28046004;13657740
26;56137115;27327679
24;14026271;6849549
24;14048018;6832312
24;14041256;6851493
24;14026710;6825442
26;56147805;27411139
26;56157061;27397323
24;14035194;6842841
26;56124100;27411637
24;14030406;6843447
25;28077970;13698359
26;56165941;27317163
25;28077255;13710291
26;56075558;27367593
24;14041615;6843312
25;28040532;13685786
24;14023555;6830339
26;56073989;27369198
26;56151919;27322353
25;28092435;13709243
25;28057876;13699291
24;14029121;6855127
26;56099288;27311897
26;56113387;27328457
26;56136409;27367066
25;28083232;13681278
26;56110696;27413880
25;28075014;13698975
26;56075285;27313503
26;56159537;27362549
24;14043237;6838157
25;28039357;13677257
25;28081233;13670069
26;56167308;27340523
24;14026113;6854003
25;28061707;13680880
25;28076975;13680203
25;28087208;13709988
26;56130341;27313448
24;14028381;6836038
25;28076740;13704265
24;14041900;6827403
24;14045602;6831706
26;56079409;27340487
25;28076610;13697258
24;14025434;6848465
25;28045758;13684841
25;28064053;13693110
26;56113591;27338490
25;28077740;13695112
26;56163793;27361926
24;14038776;6838975
25;28037803;13655788
25;28043456;13703136
25;28062895;13696456
25;28063610;13673794
24;14028357;6847493
24;14040985;6854477
26;56180484;27302513
24;14041445;6840855
26;56187517;27340035
25;28065634;13651829
26;56142671;27361709
25;28081909;13672923
24;14027305;6826019
26;56085673;27379992
25;28095893;13656605
26;56080742;27416703
24;14019924;6843518
26;56157123;27311781
25;28093202;13706422
25;28063956;13689674
26;56174794;27305451
24;14039475;6844632
25;28050774;13701423
25;28044772;13668056
24;14038922;6836548
26;56152689;27357921
24;14020017;6826805
26;56144528;27352871
24;14022262;6840279
25;28088358;13709481
24;14040030;6827659
24;14031051;6827697
24;14030362;6831125
26;56123839;27326736
25;28042706;13657966
24;14038506;6829810
24;14025080;6841873
24;14039219;6834276
24;14046165;6825322
25;28082822;13666754
25;28064368;13695463
25;28061736;13695212
26;56114461;27408514
25;28052556;13696676
24;14031911;6834550
26;56110899;27340409
26;56153539;27361641
26;56179463;27349768
25;28044484;13700549
25;28073847;13697906
24;14042605;6847418
26;56162641;27390764
26;56161646;27352639
26;56135989;27352131
24;14022425;6841011
24;14022812;6854424
26;56107460;27343415
25;28047837;13687572
25;28089593;13706860
26;56109677;27331499
25;28063640;13652130
26;56176186;27355205
26;56103196;27307200
25;28055932;13672618
24;14027100;6855052
25;28087604;13676784
25;28089211;13679435
24;14041179;6830489
24;14047933;6852999
26;56086595;27339996
26;56156466;27358540
26;56126938;27381193
24;14047675;6840938
26;56091353;27365653
25;28079392;13696488
26;56142114;27396358
26;56112453;27369383
26;56078845;27311791
26;56176936;27317952
24;14047792;6834494
25;28084741;13655236
25;28091064;13663784
24;14041936;6834623
26;56164713;27411874
24;14032432;6830841
26;56104505;27374899
26;56184727;27388838
26;56077881;27352135
24;14035490;6830086
25;28096544;13664540
25;28061341;13666937
25;28076101;13701271
24;14041100;6847327
25;28091965;13659154
26;56158512;27374495
24;14024754;6834978
24;14029207;6830370
26;56143553;27305855
25;28053626;13700371
25;28090600;13673010
26;56177778;27382277
26;56077236;27412556
24;14027100;6828860
26;56149313;27303539
25;28089301;13666147
24;14019216;6853716
25;28037549;13696301
24;14030435;6850371
26;56088306;27328765
25;28060502;13678654
24;14038226;6853460
26;56080353;27391635
25;28084826;13703906
25;28093765;13680333
26;56182148;27321635
26;56083698;27410910
24;14020523;6838412
26;56130579;27355205
26;56178811;27319160
24;14024413;6854326
24;14047376;6832726
24;14047419;6827290
25;28061782;13704402
25;28093307;13658679
25;28090566;13695860
25;28051294;13700451
26;56097787;27385404
24;14038506;6826629
26;56077646;27415378
24;14044528;6853080
25;28069571;13674996
25;28046686;13658827
25;28060343;13695580
24;14035162;6831723
25;28060963;13688193
24;14023884;6853185
26;56140251;27391971
25;28091274;13699141
24;14037617;6833116
24;14019497;6853202
24;14034658;6852600
26;56093420;27382240
25;28094178;13673298
25;28039366;13660270
26;56118733;27342202
26;56106426;27393185
24;14033729;6842525
24;14040289;6843731
26;56171122;27343347
26;56080016;27402977
26;56146648;27314176
24;14038030;6836126
26;56158338;27354265
26;56106773;27338852
25;28052221;13692387
26;56096868;27342970
24;14031036;6833717
24;14024649;6829420
25;28061312;13667943
26;56138240;27384990
25;28080698;13679104
25;28041250;13658935
25;28095415;13675171
26;56123304;27354102
26;56075257;27372501
26;56081904;27358458
25;28090267;13668111
24;14046480;6827562
26;56099645;27391749
25;28043424;13653570
26;56144687;27317510
24;14027617;6849974
25;28093480;13679148
24;14040508;6845447
24;14020997;6832074
25;28086962;13704303
25;28078287;13693144
26;56115204;27314748
26;56137352;27356493
24;14039852;6831395
24;14030686;6837510
26;56095903;27344968
24;14032757;6835267
24;14034264;6853366
24;14039056;6830743
26;56116537;27332636
24;14043631;6827129
25;28075018;13664904
26;56127424;27301688
24;14019892;6847649
24;14022828;6842792
24;14023483;6851348
26;56183095;27411339
26;56101095;27416029
24;14046495;6838991
25;28054473;13685620
24;14042668;6849281
25;28077469;13693331
26;56170997;27326319
26;56154240;27353462
24;14019724;6828523
25;28084516;13691919
26;56144117;27372138
25;28045794;13657080
26;56099730;27332112
25;28056913;13706640
26;56178775;27375578
24;14025784;6827917
24;14046848;6847916
25;28057358;13688667
24;14019400;6829432
24;14020871;6854771
26;56086977;27306915
25;28092134;13699217
25;28042548;13706286
24;14022842;6851232
25;28037776;13684520
26;56136152;27352292
24;14028929;6846306
24;14020828;6842125
25;28085119;13673184
25;28066771;13689374
24;14027063;6831067
25;28044406;13651852
