25;28094804;13668322
26;56104201;27318243
25;28068626;13658512
25;28071155;13693663
25;28074481;13685093
24;14034989;6838104
26;56182575;27374494
25;28055989;13680455
26;56148123;27409678
24;14031579;6845136
25;28090122;13700675
24;14021514;6834240
26;56140173;27416525
25;28092818;13709434
26;56086306;27391625
24;14021920;6848948
26;56081311;27301985
26;56087647;27323518
25;28087809;13698651
25;28062846;13661494
25;28089369;13682562
26;56186012;27400771
25;28049858;13699384
25;28089674;13693553
26;56152284;27369173
25;28078151;13674614
25;28055279;13702710
25;28066006;13669662
26;56106544;27388189
25;28065202;13657285
26;56078682;27350354
24;14046510;6850264
26;56119744;27354622
25;28040236;13673147
24;14036037;6849146
24;14041527;6836774
24;14045329;6836012
25;28076266;13681130
25;28095931;13687722
24;14042220;6849307
24;14039623;6847676
25;28050778;13698445
26;56175618;27315366
24;14028894;6836294
26;56162598;27321595
26;56169340;27328345
26;56124437;27318902
25;28076351;13671387
25;28078188;13702780
24;14040928;6844271
24;14030733;6853032
25;28060652;13673228
24;14040608;6844532
25;28051781;13697124
25;28078214;13689262
26;56144000;27353544
24;14020574;6846174
26;56154983;27409897
26;56163989;27404628
25;28072978;13705868
25;28079356;13705011
25;28045877;13676564
24;14020640;6831627
26;56188751;27408542
26;56149381;27383135
25;28081992;13670924
24;14022095;6826935
26;56169427;27303299
25;28073209;13678539
25;28086551;13694064
24;14025836;6834982
26;56160776;27386972
24;14020286;6841016
24;14030744;6826664
24;14019111;6839857
26;56143316;27360958
26;56165110;27372044
26;56176723;27368582
26;56087135;27398182
24;14032686;6841353
26;56172401;27305205
24;14025333;6852475
24;14042198;6852098
24;14025167;6846427
25;28064736;13652478
24;14035166;6845788
25;28050240;13697141
25;28042200;13656709
26;56074785;27357014
25;28061735;13692568
26;56075602;27324448
26;56074321;27382663
26;56149094;27359831
25;28070958;13688033
24;14038556;6837437
26;56111883;27383815
26;56130889;27354692
25;28060964;13656137
26;56134745;27307355
24;14045274;6837682
25;28054479;13675497
26;56076043;27323599
25;28094337;13655549
26;56164411;27339024
26;56184255;27358978
24;14030545;6848211
26;56174973;27397164
26;56093296;27405523
26;56106358;27419375
24;14046976;6829174
24;14020443;6834876
25;28045583;13680458
24;14021250;6825835
26;56176626;27316603
26;56131996;27411273
25;28068245;13679630
25;28075168;13703817
24;14025658;6837162
25;28056613;13702422
24;14033906;6837569
26;56131699;27319979
24;14021331;6828984
26;56144779;27331621
24;14035620;6833252
25;28038921;13664803
25;28081786;13676358
26;56157504;27342937
25;28045991;13696356
26;56128979;27329042
24;14033382;6829507
26;56116646;27379053
26;56156130;27412632
26;56165711;27408803
25;28086687;13690233
25;28069149;13672220
24;14035067;6826152
25;28069337;13652871
24;14034351;6852030
26;56151301;27373101
26;56131794;27410696
26;56098070;27406504
24;14026617;6832660
25;28044671;13694539
25;28084805;13696273
25;28040807;13676871
25;28045654;13709388
25;28060114;13662046
24;14044491;6849302
26;56142806;27304482
25;28060105;13660198
24;14044828;6839999
26;56149868;27335021
26;56090760;27340633
26;56168658;27345228
24;14025452;6845106
25;28084828;13651299
26;56136734;27411256
26;56181098;27373935
24;14039728;6827079
25;28062771;13696007
26;56136222;27355073
24;14033836;6837758
26;56157382;27308130
25;28048046;13681489
25;28066323;13678100
26;56160682;27332919
24;14023940;6825372
24;14044960;6831891
24;14020531;6852597
25;28080076;13663336
25;28078477;13678994
24;14028895;6851231
26;56123104;27391971
26;56174139;27413918
24;14027914;6854429
24;14029041;6853889
24;14040759;6846981
25;28050496;13690543
26;56188343;27378033
25;28089470;13701855
24;14046983;6828436
24;14022946;6852669
26;56095733;27363415
24;14045707;6835553
26;56168964;27336379
25;28058790;13695192
26;56174436;27316303
25;28040857;13670403
24;14040079;6829585
25;28062696;13664229
26;56133836;27387758
26;56092862;27407679
24;14029062;6827991
26;56142353;27416667
24;14047776;6827117
25;28080776;13691503
26;56125217;27354067
26;56191648;27316820
25;28053888;13708325
24;14041290;6837322
26;56169513;27322600
25;28073268;13681190
25;28057865;13685792
25;28077711;13654520
25;28094647;13660793
24;14021154;6853764
26;56143213;27325490
25;28075278;13699827
24;14044164;6845810
26;56186150;27412676
24;14039605;6846296
25;28064723;13664554
24;14026764;6841624
24;14042156;6847993
25;28045972;13663225
26;56097132;27348623
26;56133874;27413459
24;14019498;6845989
24;14042512;6840406
26;56109830;27313273
25;28084195;13683598
25;28041955;13664856
24;14032423;6838892
24;14025600;6842392
24;14031656;6845329
26;56135419;27384443
24;14041184;6837069
24;14036031;6846635
26;56145358;27336881
24;14029293;6839253
25;28079285;13658939
24;14024863;6827089
25;28086573;13698826
26;56147285;27342342
25;28069843;13699199
24;14037859;6837611
25;28088602;13710384
25;28058614;13701355
26;56096125;27374352
25;28057238;13653661
24;14020103;6848427
24;14037844;6825429
24;14047671;6845004
26;56188499;27399806
25;28053460;13709532
25;28049335;13653120
24;14036111;6834295
26;56151066;27408473
26;56149654;27405426
26;56108756;27412894
26;56092301;27316288
26;56186513;27417071
26;56093880;27308794
26;56168855;27346864
26;56141970;27365985
24;14026878;6841684
25;28095658;13698885
26;56152180;27360220
24;14018372;6834498
25;28086237;13687772
26;56150929;27339479
24;14040190;6841199
24;14025695;6852697
24;14046647;6825370
26;56136026;27413033
24;14032567;6839632
25;28083632;13659495
25;28072056;13651495
24;14022541;6851807
25;28056337;13690173
26;56117329;27316702
26;56102981;27366370
24;14038168;6845956
26;56080395;27363835
26;56138076;27323140
25;28063114;13694085
24;14024581;6849796
26;56139279;27368307
26;56073788;27342950
24;14026875;6848166
24;14035700;6835065
26;56142183;27350009
26;56162250;27392042
26;56164763;27376294
26;56148484;27304772
24;14026490;6827363
25;28054408;13668770
25;28095085;13698408
25;28086325;13707132
26;56191311;27360936
24;14034455;6830933
25;28052849;13654562
26;56104130;27392078
25;28037444;13683173
26;56085885;27315670
25;28047787;13704386
25;28056479;13684761
26;56184071;27377126
25;28059249;13688698
24;14042918;6838476
25;28068623;13651288
26;56181951;27318634
25;28076670;13677490
24;14038153;6832431
26;56125578;27325485
24;14043965;6854804
26;56184089;27357333
25;28038901;13690328
25;28069136;13680479
26;56107380;27306778
26;56152318;27301478
24;14019821;6835062
26;56174286;27315651
26;56161669;27376382
24;14030607;6835902
24;14046076;6830196
25;28061213;13677538
24;14042956;6834538
24;14039642;6854107
25;28071161;13679950
25;28058350;13665783
25;28077603;13675580
26;56094463;27404737
24;14043205;6853817
25;28072808;13701852
24;14042178;6843660
24;14034189;6836599
24;14019419;6855046
24;14025689;6831585
26;56162416;27366122
26;56168890;27353611
25;28042786;13706555
25;28088737;13666321
24;14027681;6838080
25;28078349;13664117
24;14018776;6850992
25;28085541;13707402
24;14038605;6846798
25;28087010;13706094
25;28088717;13681916
25;28067311;13681032
26;56131724;27317086
24;14021454;6843742
24;14020185;6848902
24;14047389;6850707
25;28063846;13667469
24;14043280;6837326
25;28070336;13691945
26;56169115;27336225
24;14018881;6835875
24;14035318;6834791
24;14042716;6842129
25;28081250;13691531
24;14024282;6847140
25;28078610;13703006
25;28091105;13695488
25;28091684;13686863
25;28041374;13656064
26;56158763;27313989
26;56092488;27377775
26;56159104;27319231
26;56089250;27344063
24;14027337;6831764
26;56178980;27405280
25;28078196;13694367
24;14032941;6833985
24;14031987;6848114
25;28056404;13679368
24;14047947;6833344
24;14029760;6853208
25;28060302;13666660
24;14019637;6845339
25;28037339;13700174
24;14031889;6835514
25;28091596;13671938
26;56129182;27336040
24;14039545;6827976
24;14041239;6833956
25;28077768;13697508
24;14035495;6848664
25;28054023;13674388
26;56073445;27317391
26;56107568;27303978
24;14033563;6838203
26;56094631;27352942
24;14019989;6842914
25;28086065;13668344
24;14041739;6835723
25;28088639;13683438
26;56106069;27322967
25;28081309;13708351
24;14043599;6851488
26;56182340;27361828
25;28064950;13707813
24;14023490;6827091
26;56138327;27347766
24;14032020;6833448
25;28038326;13656247
26;56109454;27374749
24;14046102;6847777
24;14047329;6826746
26;56114279;27405015
24;14047217;6841351
24;14026937;6836569
24;14047227;6828337
26;56179415;27409360
26;56163827;27399328
24;14043926;6833953
25;28041900;13669273
26;56134050;27337589
25;28052762;13682621
24;14036655;6852228
25;28067157;13663626
24;14024207;6837512
24;14019612;6830177
26;56084047;27314675
25;28059647;13700655
24;14046682;6855201
26;56170934;27305265
25;28061642;13690805
25;28064835;13661344
24;14018834;6843311
26;56118971;27373947
24;14031020;6829266
25;28045847;13707663
24;14025375;6841631
25;28048606;13673953
25;28068246;13671299
26;56160287;27392918
24;14024223;6852317
25;28066172;13703185
25;28070876;13691709
24;14047955;6850069
25;28053316;13672887
24;14040897;6831767
24;14042716;6836488
25;28075237;13677950
25;28078865;13689507
24;14035679;6826301
24;14036269;6838826
26;56127193;27304486
26;56085491;27402040
24;14020932;6846686
24;14031939;6833840
26;56106046;27388385
26;56077669;27346906
25;28066963;13690428
24;14026798;6835173
26;56103668;27399146
24;14045144;6830178
24;14048241;6832382
25;28064338;13687989
26;56118065;27313650
26;56123250;27402815
26;56078448;27416197
26;56180446;27371803
26;56142329;27395200
25;28085871;13652491
24;14022637;6836286
24;14047170;6843363
24;14034104;6841942
26;56161616;27396212
25;28062944;13703620
25;28091880;13695645
26;56176664;27329377
24;14046016;6845860
24;14047023;6838864
24;14043461;6831033
24;14021785;6838776
24;14022677;6837698
24;14037487;6829900
25;28069840;13652375
25;28075422;13686150
25;28053252;13654610
26;56127881;27328633
26;56122653;27338854
26;56141058;27359913
25;28039856;13694800
25;28079367;13666512
24;14047971;6836735
24;14036978;6839283
26;56116701;27365810
26;56142733;27408489
25;28058419;13708779
24;14025680;6844929
26;56129945;27306900
24;14019040;6827734
25;28063796;13655030
24;14031634;6847761
25;28090981;13706414
26;56114033;27411012
24;14047128;6839064
24;14042137;6844708
24;14039513;6836776
26;56080879;27349650
24;14023448;6846155
26;56098677;27374450
24;14019198;6852312
26;56151682;27366820
25;28040331;13652999
24;14038251;6847528
25;28079618;13663865
26;56179037;27316610
24;14035987;6835563
24;14047970;6851540
25;28096012;13667219
26;56141185;27397260
25;28049722;13659353
24;14046919;6832500
24;14035489;6842743
25;28061090;13663823
24;14018741;6847535
25;28036815;13678872
24;14042385;6835284
25;28037718;13695246
26;56084122;27389740
24;14023776;6832551
24;14028885;6832387
26;56149584;27332219
25;28090650;13679038
26;56189532;27365012
25;28091583;13702616
26;56108839;27349033
25;28056264;13679342
26;56104176;27332988
24;14028535;6853686
24;14040437;6849576
24;14018680;6842070
25;28037806;13668233
24;14047136;6843023
26;56122593;27392771
25;28044569;13662903
26;56162036;27341377
24;14045463;6849079
25;28093244;13669039
26;56086885;27366614
24;14018378;6826763
25;28077848;13650812
25;28076773;13704103
26;56091475;27306044
24;14027643;6841119
26;56168730;27334529
25;28077073;13656256
25;28078272;13691531
24;14027801;6845415
26;56150235;27307275
24;14022788;6837418
26;56146759;27388542
24;14047589;6826286
26;56119441;27305348
24;14027831;6854830
24;14023969;6832455
25;28069922;13699945
26;56152065;27355478
25;28086783;13700448
24;14044056;6840227
26;56082871;27373026
26;56150175;27407034
25;28068465;13693974
24;14027864;6827300
24;14039644;6835754
24;14020356;6849336
24;14042044;6830684
24;14023830;6835160
26;56081787;27331212
25;28062138;13667637
26;56097961;27307257
26;56133829;27323841
26;56146573;27377484
26;56146747;27389347
25;28040110;13654590
26;56144043;27362846
26;56100187;27323797
24;14044429;6842117
24;14020319;6854460
25;28082141;13697811
26;56111769;27386932
24;14036983;6848840
25;28040251;13684964
26;56078592;27313043
25;28051960;13691002
24;14021447;6827702
25;28080647;13689144
25;28037375;13675666
24;14029270;6853098
24;14037582;6830422
25;28092630;13667770
26;56152408;27362911
26;56117389;27398239
24;14036146;6852297
24;14037803;6839646
25;28094397;13657337
26;56189753;27386471
25;28078451;13661329
24;14037398;6838257
24;14028603;6848483
26;56161627;27361352
26;56162425;27310299
26;56141631;27420861
26;56083878;27341319
24;14043841;6832419
24;14023070;6825658
25;28054319;13660682
24;14028996;6854861
24;14041448;6850898
25;28041484;13707007
25;28084314;13673867
26;56170378;27388301
25;28077360;13658528
25;28050488;13683863
26;56184553;27374239
25;28082238;13694766
24;14041340;6838044
26;56153092;27417537
24;14033815;6836703
24;14044829;6833161
26;56186695;27403253
26;56185306;27322069
26;56125851;27408361
25;28044152;13687617
26;56089025;27386398
26;56104174;27371026
25;28063785;13679253
24;14041549;6825720
25;28094093;13657669
24;14039564;6849512
24;14042397;6836602
24;14028007;6854188
25;28038107;13681558
25;28053971;13669288
26;56097671;27389152
26;56119198;27350757
25;28048975;13665417
25;28074766;13700782
26;56085602;27417280
26;56156722;27328593
26;56121402;27395779
25;28094765;13686521
24;14034922;6828031
26;56083599;27363576
24;14038856;6852641
26;56090259;27309593
26;56180266;27393737
26;56191148;27358430
26;56121493;27303792
26;56132974;27351765
26;56090532;27328326
24;14033437;6828687
25;28082997;13657009
25;28061425;13689600
24;14019444;6831819
25;28076260;13655704
26;56080455;27349576
24;14043411;6828006
25;28054125;13672181
24;14036539;6841939
24;14044346;6827281
26;56131008;27306403
25;28038757;13657659
26;56168310;27315627
26;56143829;27350563
26;56080264;27352683
25;28039633;13676979
26;56093009;27350902
26;56151737;27314567
25;28045274;13692583
25;28043343;13699244
25;28085931;13682403
26;56075004;27331710
24;14033299;6842038
25;28057990;13672258
24;14019291;6842782
25;28068134;13671532
24;14025903;6827073
26;56141733;27308340
24;14026513;6840582
24;14033484;6844211
24;14025356;6843028
26;56164888;27333985
24;14024691;6849255
25;28075055;13685649
26;56136774;27354051
25;28077219;13683911
26;56089377;27307181
25;28047303;13659661
25;28091066;13710323
26;56076389;27353587
24;14043331;6837451
24;14024500;6854331
26;56133292;27382413
24;14022476;6854962
26;56100353;27377184
24;14023938;6843982
26;56190586;27358821
25;28040251;13658036
25;28037842;13691301
26;56085516;27342497
25;28078775;13680459
26;56146163;27309641
25;28065048;13660976
25;28039140;13681668
26;56100303;27305523
24;14039228;6839903
25;28050019;13670387
24;14024201;6832910
25;28052923;13673555
26;56104696;27407589
24;14031911;6831332
26;56095866;27385114
25;28088751;13709785
26;56158952;27367019
26;56114287;27357835
25;28067168;13686480
26;56155101;27358846
24;14030097;6833721
25;28037596;13674606
25;28041139;13687801
26;56098170;27362078
24;14037100;6850147
26;56097487;27394407
24;14047959;6854674
25;28048595;13692106
24;14031401;6853937
26;56079429;27392667
24;14038718;6846824
24;14041533;6833732
24;14025758;6844441
26;56090362;27383476
26;56107326;27336558
25;28062973;13692822
26;56176958;27417591
24;14026968;6841885
25;28090875;13652590
25;28048316;13672480
24;14036380;6848834
24;14027934;6847639
25;28045564;13699333
24;14046820;6854291
24;14038854;6829920
25;28084869;13689915
24;14024524;6849183
24;14024044;6843129
24;14039712;6826801
